,Customer,Country,State Code,State,Claim Amount,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Loss_Ratio,Loss_Ratio_Classified
6946,3691,0,0,0,551.7199137,0,1,1,19,1,0,60596,2,1,71,20,78,4,3,1,5,3,0,180.340069,2,2,0.09962439756229687,0
6947,9098,0,4,4,1344.880973,0,1,3,1,1,1,43720,1,0,117,5,90,1,2,1,5,3,1,561.6,3,2,0.12771899078822413,0
6948,5027,0,2,2,668.9022727999999,1,2,1,35,1,1,56980,1,1,84,33,70,0,7,1,5,1,0,599.000883,1,2,0.11375888993197276,0
6949,3152,0,0,0,722.2850847999999,0,1,2,44,0,0,0,1,0,68,5,36,0,2,1,5,2,1,350.20761400000004,2,1,0.2950510967320261,0
6950,1859,0,0,0,431.1416903,0,1,2,35,0,1,0,1,0,67,0,71,1,3,1,5,2,2,482.4,2,2,0.09063310706327517,0
6951,8847,0,4,4,437.6363592,1,3,3,51,1,0,63774,0,0,111,18,63,0,1,1,3,1,0,60.036683,2,2,0.06258206194766194,0
6952,8125,0,0,0,1050.693706,0,2,1,48,1,1,61650,0,0,88,8,2,0,2,1,5,1,3,117.470445,2,2,5.969850602272728,1
6953,6658,0,0,0,866.7090493999999,0,1,2,30,1,1,31354,1,1,109,11,23,0,9,1,5,2,1,527.759702,3,1,0.3457156160351017,0
6954,5483,0,2,2,593.8511892000001,0,1,5,53,1,0,44190,0,1,74,17,40,0,3,0,2,1,1,10.68564,2,2,0.2006254017567568,0
6955,6910,0,4,4,1527.747796,0,1,3,26,1,0,38183,1,1,191,21,14,0,8,1,5,3,1,981.0108789999999,6,2,0.5713342543006732,1
6956,1660,0,0,0,255.1226692,1,1,4,10,1,1,79751,1,1,63,15,67,0,1,2,7,2,3,392.235698,1,1,0.060441286235489215,0
6957,928,0,2,2,419.106163,0,1,1,0,0,1,0,1,0,64,3,53,1,7,1,5,4,3,535.953661,1,1,0.12355724145047169,0
6958,789,0,3,3,816.1170400000001,0,1,2,26,0,1,12266,1,1,114,25,36,1,3,1,3,3,1,732.050007,3,2,0.19885892787524367,0
6959,2609,0,2,2,278.4969185,0,1,4,53,1,1,61807,0,0,70,0,96,0,1,1,4,4,0,104.209216,2,3,0.041442993824404764,0
6960,7208,0,3,3,1008.348688,1,2,1,41,0,0,11828,1,0,90,18,84,0,2,1,5,3,0,571.479602,2,3,0.1333794560846561,0
6961,5188,0,2,2,1936.352743,0,1,3,27,1,1,49945,0,1,70,21,65,0,2,1,4,1,2,50.40447,2,3,0.4255720314285714,0
6962,6495,0,4,4,715.4094303999999,0,1,3,15,1,0,28204,2,1,182,30,84,0,1,1,4,1,1,532.089467,6,2,0.04679548864468864,0
6963,1164,0,3,3,877.9090552000001,0,2,1,58,1,1,54726,1,1,219,30,69,0,1,0,0,2,1,1051.2,6,1,0.058097349956984984,0
6964,1319,0,0,0,273.13991699999997,0,1,4,44,1,0,43386,2,1,68,13,79,0,1,1,4,2,2,315.353519,1,2,0.05084510740878629,0
6965,2187,0,3,3,742.9079194,0,3,1,51,0,1,0,1,1,101,6,43,0,9,1,5,2,1,549.692452,2,2,0.17105869661524292,0
6966,6778,0,4,4,261.6613903,1,1,2,48,1,1,72302,1,0,66,6,27,0,1,1,5,3,0,316.8,1,2,0.1468357970258137,0
6967,4962,0,3,3,804.4872392999999,1,1,3,41,1,1,71391,2,1,67,29,39,0,2,0,0,1,0,284.000172,2,2,0.3078787750861079,0
6968,3794,0,3,3,253.43064429999998,0,1,3,56,1,1,21606,1,0,71,21,22,3,1,1,5,4,2,340.8,2,2,0.16224753156209987,0
6969,7352,0,2,2,1001.402955,0,2,3,18,1,0,74489,0,1,124,11,36,0,3,2,7,2,1,128.53518200000002,3,2,0.2243286189516129,0
6970,2651,0,1,1,474.51817639999996,0,1,1,36,1,1,50549,1,0,61,2,73,0,7,1,5,3,0,292.8,2,2,0.1065614588816528,0
6971,6473,0,3,3,1404.096476,0,1,3,45,0,0,0,2,1,195,9,33,1,5,1,4,3,3,669.037562,4,1,0.21819681056721055,0
6972,6664,0,2,2,1463.545158,1,2,3,50,0,0,0,1,0,139,5,56,0,2,0,1,3,2,667.2,3,2,0.1880196760020555,0
6973,916,0,2,2,388.5456401,1,3,2,51,0,1,0,1,1,105,3,92,0,1,1,4,3,1,504.0,2,3,0.040222115952380955,0
6974,6781,0,2,2,510.71630020000003,1,1,3,18,1,0,35625,2,1,65,10,56,1,3,1,4,1,0,288.572108,2,2,0.14030667587912088,0
6975,3322,0,1,1,938.4654502000001,0,1,1,20,1,0,25370,1,1,116,21,64,0,3,2,8,4,3,556.8,3,1,0.12640967809806036,0
6976,3838,0,3,3,500.7672425,0,1,2,7,1,1,51523,1,1,62,31,1,0,3,1,4,4,0,297.6,2,1,8.076891008064516,1
6977,557,0,3,3,4942.379557,0,2,3,25,1,1,85058,2,1,137,34,82,0,2,1,3,3,2,595.369784,3,2,0.4399483315826954,0
6978,1603,0,2,2,855.8927722999999,0,2,3,31,0,1,0,1,0,125,10,43,0,9,1,5,3,1,615.5621639999999,3,1,0.15923586461395348,0
6979,226,0,2,2,489.2628631,0,1,1,25,1,0,27005,1,1,61,10,72,0,7,0,1,1,0,311.84033999999997,2,1,0.11139864824681239,0
6980,4773,0,3,3,536.593282,0,1,2,45,1,0,62808,2,1,66,33,37,0,4,2,7,2,1,211.515893,1,2,0.21973516871416873,0
6981,6628,0,2,2,516.3838813,0,1,1,45,1,0,88692,2,1,64,29,26,0,5,1,4,3,0,253.19364700000003,2,2,0.31032685174278846,0
6982,2248,0,0,0,3805.520953,0,1,1,34,0,1,0,1,1,115,21,78,0,2,2,7,1,0,552.0,3,2,0.4242498275362319,0
6983,733,0,0,0,740.3447336,0,2,4,47,0,0,19064,0,1,98,23,35,1,7,1,5,3,0,136.248799,2,2,0.2158439456559767,0
6984,2288,0,0,0,605.1637445,0,2,1,13,0,1,0,1,0,88,16,80,0,6,1,4,2,0,633.6,1,3,0.08596075916193181,0
6985,8050,0,0,0,722.9329257,0,2,3,29,1,1,60345,0,0,93,22,10,0,5,1,5,1,3,36.105928000000006,1,3,0.7773472319354839,1
6986,9045,0,0,0,330.0607083,0,2,3,41,1,0,59592,0,0,84,8,49,0,1,1,3,1,3,161.23181200000002,2,1,0.08018967645772594,0
6987,3302,0,2,2,550.5167392000001,0,1,2,42,0,0,15648,1,1,73,29,68,1,5,2,8,1,0,413.269261,1,2,0.11090184109589042,0
6988,5489,0,2,2,433.4064096,1,2,3,50,0,0,23904,1,0,123,1,67,3,1,0,0,3,0,590.4,3,2,0.05259148278121587,0
6989,6830,0,0,0,434.9104278,0,1,2,54,1,0,90893,1,0,110,33,1,0,1,1,5,1,3,700.004018,3,2,3.953731161818182,1
6990,2180,0,3,3,488.2073243,0,1,1,27,0,1,0,1,0,66,18,66,0,6,1,5,3,2,475.2,2,1,0.11207697986685032,0
6991,4141,0,0,0,1011.4986210000001,0,2,2,19,1,0,74001,2,1,84,16,1,0,2,0,2,4,2,224.26523199999997,2,2,12.04165025,1
6992,5905,0,0,0,525.9709581000001,0,1,2,13,1,1,28447,1,1,67,20,99,0,3,1,5,4,0,321.6,2,2,0.07929608896426957,0
6993,4333,0,2,2,401.3945512,0,1,2,29,1,1,56586,0,1,100,33,86,0,1,1,5,1,0,121.92801399999999,5,2,0.046673785023255816,0
6994,8876,0,0,0,628.5019179,0,3,3,21,0,1,0,1,1,172,5,33,0,1,1,5,3,2,825.6,3,2,0.1107297247885835,0
6995,6364,0,0,0,451.87827680000004,0,1,5,26,0,1,19186,1,0,62,10,34,0,5,1,3,2,1,297.6,2,1,0.21436350891840608,0
6996,7975,0,3,3,1773.8201199999999,0,1,1,29,1,0,65348,0,1,110,35,58,0,2,0,0,3,1,134.120531,5,2,0.2780282319749216,0
6997,8070,0,2,2,626.5343299,1,2,5,4,0,0,0,1,1,84,18,25,1,4,1,5,3,0,481.02578600000004,2,2,0.2983496809047619,0
6998,5441,0,0,0,1216.864405,0,1,4,45,0,0,0,0,0,109,28,96,0,2,2,7,3,0,30.989755,5,2,0.11629055858180429,0
6999,8415,0,2,2,361.8432755,0,2,2,51,0,1,0,1,0,99,0,71,0,1,2,7,3,1,475.2,2,2,0.051478627898705366,0
7000,5976,0,0,0,647.4826466,0,2,1,4,0,0,0,1,0,91,21,23,0,3,1,4,2,2,436.8,2,2,0.3093562573339704,0
7001,4127,0,2,2,557.5198201000001,0,1,2,13,0,0,18892,0,1,73,33,76,0,5,1,4,3,3,106.81498700000002,2,2,0.10049023433669792,0
7002,4390,0,0,0,3214.464957,0,3,1,9,0,1,19066,1,1,103,5,61,0,2,1,4,3,0,494.4,1,2,0.5116130760783065,1
7003,5424,0,0,0,822.3164916000001,0,3,3,9,1,1,95102,0,1,101,6,73,0,8,0,2,2,3,94.338814,2,2,0.11153078687101588,0
7004,2258,0,3,3,746.2926262999999,1,2,2,20,1,0,70263,0,1,93,30,66,0,5,0,1,1,2,7.3459460000000005,1,1,0.12158563478331703,0
7005,4151,0,2,2,903.1214858999999,1,2,4,46,0,0,0,1,0,122,15,47,0,9,0,1,3,1,650.52179,5,2,0.1575028751133589,0
7006,6147,0,4,4,702.8940001,0,1,1,3,0,0,18120,1,1,63,34,90,4,2,1,5,3,3,302.4,1,1,0.12396719578483245,0
7007,6321,0,4,4,740.6882612,0,1,3,52,1,0,38169,0,1,62,18,82,0,2,0,1,3,1,71.678412,2,2,0.14569005924468922,0
7008,4156,0,0,0,758.2113842,1,1,2,52,1,1,64801,2,1,64,23,19,0,2,1,4,1,3,268.471802,2,2,0.6235290988486842,1
7009,6069,0,3,3,1071.908467,0,2,2,48,1,0,86036,1,0,90,8,20,3,2,1,5,3,3,501.26513,2,2,0.5955047038888889,1
7010,3744,0,1,1,372.1390713,0,1,2,49,0,0,0,1,0,101,16,59,0,1,1,3,3,0,862.49778,3,2,0.06244991966772949,0
7011,5591,0,3,3,352.80442519999997,1,2,5,31,1,1,31278,1,1,92,24,95,4,1,1,5,3,1,441.6,1,2,0.0403666390389016,0
7012,2234,0,3,3,1708.5414620000001,0,1,1,24,1,0,20053,0,1,62,2,24,1,2,1,5,2,2,9.832575,2,2,1.1482133481182797,1
7013,5697,0,2,2,1195.539598,0,2,2,8,1,0,71587,0,1,99,1,74,0,2,1,5,3,0,133.103003,1,2,0.16319131831831832,0
7014,2917,0,2,2,636.6225775,1,2,1,28,1,1,44368,1,1,80,5,72,0,3,1,5,1,2,384.0,1,3,0.11052475303819445,0
7015,5703,0,0,0,466.92266399999994,1,3,1,36,1,0,76157,1,1,116,15,80,0,1,1,5,1,2,556.8,1,1,0.05031494224137931,0
7016,2556,0,4,4,910.0731402999999,0,1,1,33,1,0,59183,1,1,113,11,91,0,5,1,4,2,0,542.4,3,2,0.08850268796071184,0
7017,6122,0,2,2,1466.3196460000001,0,1,4,16,1,1,91015,0,0,73,31,30,1,2,1,5,2,0,119.062347,1,2,0.6695523497716895,1
7018,6191,0,2,2,752.9863445000001,0,1,2,8,1,1,52774,0,1,66,16,26,4,2,0,0,1,3,78.452298,1,3,0.4388032310606061,0
7019,6696,0,0,0,264.7519741,1,1,2,43,1,1,37876,2,0,69,13,15,0,1,1,4,1,0,300.056383,2,2,0.2557990087922705,0
7020,1950,0,2,2,807.2245594999999,0,1,3,1,1,0,57938,2,1,101,6,36,0,3,2,8,2,1,282.45820299999997,3,3,0.22200895475797577,0
7021,6294,0,0,0,764.4684143999999,0,2,1,30,0,0,26526,1,1,99,0,86,0,3,1,5,3,2,523.701824,2,2,0.08978957181113459,0
7022,4731,0,2,2,248.51098959999996,0,1,3,13,1,1,76608,0,1,62,2,2,0,1,1,5,3,2,91.229768,2,1,2.0041208838709674,1
7023,3849,0,3,3,1314.449101,0,1,2,5,0,1,0,1,0,194,23,34,0,7,1,5,3,1,931.2,4,1,0.1992797302910855,0
7024,6104,0,0,0,312.9110699,0,2,1,51,1,0,48056,1,1,78,15,92,0,1,0,2,2,0,374.4,2,1,0.04360522155797101,0
7025,7878,0,2,2,834.9523082000001,0,1,3,30,1,1,45428,2,0,109,2,46,1,3,0,2,3,2,487.273964,3,2,0.16652419389708817,0
7026,6570,0,3,3,324.1588659,0,2,3,23,1,0,89196,0,0,81,17,52,0,1,1,5,3,0,41.182611,2,1,0.07696079437321938,0
7027,4567,0,2,2,692.5182046,0,2,3,54,1,0,88893,0,1,86,5,63,0,9,1,5,1,2,72.86746,2,1,0.12781805179032854,0
7028,5220,0,0,0,509.88544890000003,0,2,3,9,0,1,0,1,0,97,20,9,4,7,1,5,3,0,609.046345,1,2,0.5840612243986255,1
7029,7315,0,3,3,288.5407442,0,1,3,23,1,0,92722,0,1,72,34,45,1,1,0,2,1,2,28.126402000000002,1,1,0.08905578524691359,0
7030,3893,0,4,4,597.9724161,1,2,1,56,1,0,57693,1,0,76,16,56,0,3,1,4,1,0,547.2,2,2,0.1405010376174812,0
7031,1489,0,3,3,541.6413581,0,1,3,33,1,0,53249,1,1,67,32,10,0,3,1,5,1,3,343.340361,2,3,0.8084199374626866,1
7032,1782,0,0,0,234.5129694,0,1,3,38,0,0,26304,1,0,63,22,93,0,1,1,5,3,2,302.4,2,2,0.04002610844854071,0
7033,470,0,2,2,1255.695366,0,1,1,56,0,0,0,1,0,70,34,10,0,2,1,4,3,1,504.0,1,1,1.7938505228571426,1
7034,5452,0,0,0,283.92983039999996,0,1,1,53,1,1,71460,0,1,74,11,77,5,1,1,5,1,2,93.951709,2,2,0.04982973506493506,0
7035,6,0,3,3,559.5389905000001,1,1,1,54,1,0,74454,1,0,71,25,29,0,3,0,1,1,2,340.8,2,2,0.2717527880038854,0
7036,474,0,2,2,397.97189860000003,0,2,3,33,1,0,96413,1,1,99,3,78,0,1,1,4,2,3,560.045764,2,1,0.05153741240611241,0
7037,6488,0,0,0,1092.582157,0,2,1,51,1,0,98542,1,0,90,1,93,0,2,1,5,1,0,432.0,1,1,0.13053550262843489,0
7038,6907,0,0,0,566.9974517,0,1,4,4,1,0,43416,1,1,70,7,99,0,5,1,5,2,1,336.0,2,2,0.08181781409812411,0
7039,1341,0,0,0,516.8152276000001,0,1,1,30,1,0,81182,1,0,64,3,45,0,8,0,1,1,1,307.2,2,1,0.17944973180555557,0
7040,6616,0,3,3,276.04767119999997,0,1,3,30,1,1,79065,2,1,69,13,24,0,1,0,1,1,3,290.886242,2,2,0.16669545362318838,0
7041,4229,0,3,3,1038.250368,0,1,1,43,0,1,11721,1,0,102,2,56,2,2,1,4,1,0,560.91624,3,2,0.18176652100840335,0
7042,1907,0,2,2,381.64086549999996,0,2,2,55,1,0,82414,0,0,95,10,85,0,1,1,5,4,1,30.423443,2,3,0.047262026687306495,0
7043,5923,0,2,2,1117.249931,0,1,1,10,0,1,14533,1,0,63,4,20,0,2,1,5,3,1,302.4,2,2,0.8867062944444445,1
7044,1998,0,3,3,245.6816127,0,1,1,37,0,1,0,1,0,73,15,59,0,1,1,5,4,1,525.6,2,1,0.05704239904806129,0
7045,1840,0,2,2,748.0713618,0,1,3,3,1,0,52513,0,1,65,0,76,3,2,1,5,2,3,91.244938,1,2,0.15143144975708503,0
7046,5940,0,0,0,265.97056499999997,1,2,2,41,0,0,0,1,0,87,4,4,3,1,1,5,1,0,420.04198099999996,2,2,0.7642832327586205,1
7047,2162,0,0,0,462.6801093,1,1,4,7,1,0,79487,1,0,114,20,87,0,1,1,3,1,1,547.2,3,2,0.046650545402298856,0
7048,382,0,0,0,1215.732992,1,3,1,50,1,1,57449,1,0,103,6,28,0,2,1,4,3,0,494.4,2,2,0.4215440332871012,0
7049,1639,0,2,2,479.25097919999996,0,1,2,38,0,0,20181,1,1,66,8,66,2,3,1,4,3,0,316.8,2,2,0.11002088595041322,0
7050,1763,0,3,3,282.13520239999997,0,1,3,10,1,1,73339,2,1,71,0,61,0,1,0,0,1,3,244.40145299999998,2,2,0.06514320073885937,0
7051,2706,0,3,3,1744.16378,0,2,2,15,1,0,80969,1,1,217,1,80,0,3,1,5,4,3,1041.6,4,1,0.1004702638248848,0
7052,4185,0,0,0,420.26636990000003,0,1,3,5,1,0,74057,1,1,105,12,75,1,1,1,4,2,1,632.244063,3,1,0.05336715808253969,0
7053,8462,0,0,0,785.1349465,0,1,3,42,1,0,32225,1,1,66,23,90,0,2,1,3,2,0,316.8,2,2,0.13217760042087542,0
7054,5598,0,3,3,893.2317752999999,0,1,1,9,1,0,60909,2,1,112,8,94,0,5,1,4,2,0,412.106287,3,1,0.08484344370250758,0
7055,870,0,2,2,505.99874769999997,0,1,1,37,1,1,70999,1,1,63,5,70,0,3,0,1,4,0,305.60323900000003,2,1,0.11473894505668933,0
7056,985,0,0,0,1119.601927,0,2,2,1,1,0,75457,0,1,93,0,79,0,2,1,5,3,0,151.57221299999998,2,2,0.1523889923778413,0
7057,4450,0,0,0,443.0572112,0,1,1,28,1,1,24059,1,1,112,31,17,0,1,1,5,4,3,537.6,3,2,0.2326981151260504,0
7058,1133,0,2,2,1033.043794,0,2,2,30,1,1,56480,2,1,87,13,62,0,2,1,5,3,2,384.695536,2,2,0.1915172031887282,0
7059,5449,0,0,0,991.869966,0,1,2,51,1,0,37586,0,0,63,29,90,0,2,0,2,3,1,153.48914299999998,1,2,0.1749329746031746,0
7060,8095,0,3,3,587.6373894,0,1,1,58,1,1,97026,0,1,73,30,66,0,3,1,5,1,2,97.417808,1,2,0.12196707957658778,0
7061,7424,0,1,1,273.4439188,0,1,2,6,1,1,54010,1,1,69,5,89,0,1,1,4,1,1,331.2,2,2,0.04452758814525322,0
7062,4191,0,3,3,369.414876,0,2,3,0,1,0,87485,1,0,92,12,57,0,1,1,5,2,1,441.6,2,2,0.0704452471395881,0
7063,6413,0,1,1,952.1676094000001,0,1,3,39,1,0,74583,0,1,118,31,20,0,4,1,3,3,0,161.210468,3,2,0.403460851440678,0
7064,6407,0,0,0,437.7532789,0,1,2,50,0,1,0,1,0,64,25,25,0,8,1,5,1,2,460.8,1,2,0.2735957993125,0
7065,3898,0,3,3,643.1736287,0,2,1,54,0,1,21238,1,1,95,11,38,4,4,1,4,3,2,456.0,2,2,0.1781644400831025,0
7066,7677,0,4,4,672.2701247,0,2,1,17,0,0,0,1,0,93,8,48,0,8,1,5,1,1,669.6,2,2,0.1505981462141577,0
7067,7003,0,2,2,239.7036098,1,1,1,21,0,0,22283,1,0,65,16,93,0,1,1,4,3,1,572.072106,2,2,0.03965320261373036,0
7068,7883,0,3,3,239.3813375,0,1,4,44,1,1,58237,2,0,63,34,22,3,1,1,4,4,1,273.691831,1,2,0.17271380772005773,0
7069,2346,0,2,2,235.94235989999999,1,1,3,2,0,0,19864,1,0,63,22,96,0,1,1,4,3,3,352.394515,2,2,0.0390116335813492,0
7070,904,0,0,0,408.08189100000004,0,1,2,41,1,0,57283,2,0,106,9,85,1,1,1,5,2,3,337.95777999999996,3,2,0.0452921077691454,0
7071,4043,0,1,1,2699.9680989999997,0,3,4,30,0,1,0,1,0,104,33,19,0,2,1,4,2,1,622.88852,2,2,1.3663806169028339,1
7072,7061,0,0,0,1091.420446,0,2,2,11,1,1,71656,0,1,137,3,88,0,8,2,8,2,1,61.915326,3,2,0.09052923407431984,0
7073,3132,0,4,4,344.58624100000003,0,2,3,12,0,0,0,1,0,94,33,95,0,1,0,1,3,3,590.626396,2,1,0.0385874849944009,0
7074,6922,0,2,2,662.528717,0,2,3,36,1,1,41460,1,1,83,1,54,0,4,1,5,2,1,398.4,2,2,0.14781988331102186,0
7075,7965,0,1,1,2006.7403149999998,0,3,3,39,1,0,85165,2,0,101,8,81,0,2,1,4,3,1,384.31404,2,2,0.2452927900012223,0
7076,2343,0,4,4,387.17780089999997,0,3,1,55,0,0,0,1,0,111,10,75,0,1,1,5,1,0,799.2,2,2,0.04650784395195195,0
7077,5587,0,2,2,417.1300175,0,1,3,8,1,0,36723,1,1,106,13,18,1,1,1,5,1,0,580.0919660000001,3,2,0.2186216024633124,0
7078,9086,0,2,2,668.9022727999999,1,2,1,35,1,1,56980,1,1,84,33,70,0,7,1,3,1,0,599.000883,1,2,0.11375888993197276,0
7079,3788,0,3,3,900.9219409,0,3,5,45,1,1,32260,1,1,113,8,99,0,4,1,3,3,1,601.1246570000001,2,2,0.08053293473674801,0
7080,7757,0,2,2,497.4801539,1,1,3,9,1,1,75644,1,0,65,5,68,3,9,1,3,1,1,467.803638,1,2,0.11255207101809955,0
7081,4336,0,0,0,250.6197852,0,1,1,25,1,1,92056,0,1,62,21,1,0,1,1,5,1,1,89.398794,2,2,4.0422546,1
7082,7362,0,2,2,496.75441689999997,0,1,2,16,1,0,28524,1,1,62,26,45,0,9,1,5,1,3,297.6,2,2,0.17804817810035842,0
7083,1459,0,2,2,191.81197,0,1,2,37,0,1,0,1,0,61,2,54,2,1,1,3,3,1,439.2,1,1,0.05823071341833637,0
7084,7201,0,0,0,314.6037899,0,2,3,44,1,0,28089,1,0,82,11,72,1,1,1,4,4,0,411.85629700000004,1,2,0.053286549779810295,0
7085,9106,0,2,2,596.3174005,0,1,3,27,1,0,87020,2,1,74,6,84,0,8,1,4,1,3,331.116399,2,1,0.09593265773809523,0
7086,2801,0,2,2,286.07473849999997,0,1,5,40,1,1,27907,1,0,74,3,38,1,1,1,4,2,2,406.439436,2,2,0.10173354854196301,0
7087,4074,0,0,0,285.711061,0,1,3,10,1,0,91811,2,1,70,1,85,0,1,1,5,3,2,333.7925,2,2,0.04801866571428571,0
7088,7649,0,2,2,763.0346461,0,1,1,2,0,1,0,1,0,111,21,20,0,8,2,8,3,0,799.2,3,3,0.3437093000450451,0
7089,4163,0,0,0,571.5787663,0,1,2,10,1,1,69451,2,1,72,3,93,0,5,0,1,1,3,230.241775,2,2,0.0853612255525687,0
7090,5211,0,3,3,511.3899098,0,1,3,48,1,1,92427,0,1,64,2,48,2,3,1,5,3,2,126.04903300000001,2,3,0.16646806959635416,0
7091,5891,0,3,3,507.0227097,0,1,5,51,0,0,0,1,0,69,8,24,0,6,1,4,4,0,331.2,2,1,0.3061731338768116,0
7092,878,0,0,0,1203.662051,1,1,3,32,1,1,44428,1,0,104,17,61,0,2,2,8,3,2,499.2,3,2,0.18973235356242119,0
7093,3997,0,0,0,867.979601,0,1,1,48,1,0,55842,1,1,109,4,26,0,3,1,5,1,0,703.118925,3,2,0.3062736771347918,0
7094,8868,0,0,0,491.14585089999997,0,1,2,1,1,1,52796,1,0,62,6,17,0,3,0,1,4,2,297.6,2,2,0.4659827807400379,0
7095,1945,0,2,2,1742.987777,0,1,4,30,1,1,41775,0,1,109,11,80,0,2,1,5,3,3,104.672657,5,2,0.19988391938073394,0
7096,6965,0,2,2,239.62192919999998,1,1,3,1,0,0,0,1,1,66,6,71,2,1,0,2,1,2,433.160284,2,3,0.051135708322663245,0
7097,6187,0,2,2,567.1927479,0,1,1,18,1,0,34974,2,1,71,7,36,0,3,2,6,3,3,315.160937,2,2,0.22190639589201877,0
7098,2667,0,1,1,1441.337774,0,1,2,33,1,0,56457,0,0,73,27,68,0,2,1,4,2,3,138.460771,2,3,0.2903581333601934,0
7099,2184,0,3,3,521.7513286999999,1,1,3,39,1,0,39854,2,0,66,6,4,0,7,1,5,1,3,261.930545,1,2,1.9763307905303027,1
7100,7324,0,2,2,236.3295991,0,1,3,50,1,0,27839,1,1,65,20,54,5,1,1,3,2,0,312.0,1,1,0.06733037011396012,0
7101,3881,0,2,2,465.56058310000003,0,1,1,32,1,1,88240,1,0,117,3,94,0,1,1,3,3,1,561.6,3,1,0.042331385988361524,0
7102,7904,0,0,0,3569.217157,0,1,1,26,0,0,0,1,1,102,10,90,0,2,1,3,3,1,1123.212014,3,2,0.3888036118736383,0
7103,4663,0,2,2,1024.889802,0,2,2,21,1,1,52693,1,1,129,1,1,0,5,1,4,3,1,619.2,3,2,7.944882186046511,1
7104,192,0,0,0,689.7505859,0,3,3,43,1,0,65337,1,1,173,9,22,1,1,1,5,3,0,830.4,3,3,0.181227163925381,0
7105,245,0,0,0,501.03793099999996,0,1,3,10,1,0,64014,2,0,63,26,27,0,7,0,2,3,0,295.871784,2,3,0.29455492710170483,0
7106,4664,0,0,0,425.02826239999996,1,1,1,9,0,0,0,1,0,61,17,1,1,7,1,4,3,0,292.8,2,1,6.9676764327868845,1
7107,8008,0,0,0,1020.892761,1,2,2,36,1,0,35482,1,1,129,21,59,0,3,0,0,3,1,619.2,3,2,0.13413385376428852,0
7108,8618,0,3,3,496.15749189999997,0,1,1,54,1,0,20951,1,0,65,2,50,0,5,1,3,1,1,312.0,2,1,0.15266384366153846,0
7109,987,0,0,0,447.681416,0,1,1,46,0,0,0,1,0,62,22,46,0,3,1,4,1,0,297.6,2,2,0.15697104347826088,0
7110,4182,0,1,1,275.52214110000006,0,1,1,27,1,0,39393,1,1,70,24,56,1,1,2,7,1,0,405.883346,2,2,0.07028626048469389,0
7111,2985,0,0,0,827.1906799,0,1,2,50,1,1,62912,0,1,69,9,89,0,2,1,3,1,1,168.358644,1,2,0.13469967104706074,0
7112,7951,0,2,2,592.7389227000001,0,3,1,28,1,1,33561,0,0,152,6,30,0,1,0,2,2,1,235.316581,5,2,0.12998660585526317,0
7113,3369,0,1,1,854.830415,0,1,1,4,1,0,53055,1,0,112,30,30,2,3,1,3,2,2,537.6,3,1,0.25441381398809526,0
7114,4144,0,3,3,2128.36362,0,1,1,49,0,1,0,1,1,63,24,89,0,2,1,5,4,1,302.4,1,3,0.37959044408774745,0
7115,1544,0,0,0,644.6706674,0,2,1,56,1,0,55037,1,1,80,20,88,1,8,0,1,2,0,481.823284,2,2,0.09157253798295453,0
7116,3013,0,0,0,448.4254754,0,1,1,21,0,0,0,1,0,65,22,44,0,8,1,4,4,0,463.382118,2,2,0.15679212426573427,0
7117,4738,0,0,0,3028.668586,0,1,1,36,0,0,27587,0,0,103,14,34,1,2,0,2,3,2,241.141192,5,2,0.8648396876070816,1
7118,4898,0,2,2,1384.0160119999998,0,1,1,33,0,0,29658,1,0,119,20,66,0,2,1,5,3,2,571.2,3,2,0.1762179796282149,0
7119,8206,0,2,2,539.1775844,0,1,2,49,1,0,63633,1,1,68,16,21,1,8,0,0,1,0,374.024077,1,2,0.37757533921568626,0
7120,2585,0,2,2,384.73528010000007,0,2,2,48,1,1,23459,0,1,96,17,19,0,1,1,5,1,1,185.070399,2,2,0.210929429879386,0
7121,6144,0,4,4,636.9262355000001,1,2,1,12,1,1,34498,1,0,83,30,72,0,7,1,3,1,1,398.4,1,1,0.10658069536479252,0
7122,4130,0,3,3,531.67566,0,1,2,13,1,0,28559,1,1,66,5,1,0,5,0,2,4,2,427.24297300000006,2,2,8.055691818181819,1
7123,1938,0,0,0,512.4218174,0,1,5,23,1,1,73740,2,0,64,23,3,0,3,1,5,3,0,229.272206,1,2,2.6688636322916666,1
7124,3017,0,1,1,415.15513369999996,0,2,1,8,0,1,0,1,0,125,23,64,0,1,1,4,3,1,900.0,3,1,0.051894391712499995,0
7125,8519,0,2,2,259.4905944,0,1,2,33,0,0,25925,1,1,72,5,85,3,1,0,2,1,3,660.587577,1,1,0.042400423921568633,0
7126,6533,0,4,4,576.3265424,0,2,3,32,1,1,31725,0,0,76,31,9,0,5,1,4,3,0,177.234,1,2,0.8425826643274854,1
7127,573,0,1,1,1837.057004,0,2,2,15,1,1,49659,1,0,234,31,15,0,9,1,5,2,3,1684.8,6,3,0.5233780638176638,1
7128,7135,0,2,2,2192.3122719999997,0,1,3,26,1,1,81197,0,1,109,2,42,0,2,1,3,1,1,94.731199,5,1,0.4788799196155526,0
